Funds,Focus Area,Strategic Outcome,Funding Stream,Agency Andar #,Agency Name,Program Andar #,Program Name,2015-16 Allocation,Grant Start Date,Grant End Date,Short Program Description,Planner,Target Population,Early Childhood,Middle Years,Families,Seniors,Parents/Caregivers,Youth,Immigrants/Refugees,Women,Aboriginal/First Nations,Other,Program Elements,Learning Support ,Science/technology/engineering/math/numeracy ,Language/literacy/reading,"Tutoring, homework clubs",Other,Social and Emotional Health ,Mental wellness,Caregiver/parental support,Self determination/confidence,Pro-social behaviour,Independence,Other,Connections/Healthy Relationships,Intergenerational relationships,Mentoring,Peer relationships,Social connectedness,Interpersonal communication,Parent-child bonding,Cross-cultural relationships,Participation in society,Other,Physical Health and Recreational Activities,Indoor play/activities,Outdoor play/activities,Music,Sports,Dance,Arts and crafts,Theatre,Physical safety/injury prevention,Other,Life Skills,Nutrition and cooking,Growing food,Leadership,Teamwork,Food planning and budgeting,Financial education,Other,System Change,Capacity building,Policy work,Research,Advocacy,Networks/collectives,Other,Address Program Barriers/Access,Child-minding,Transportation,Food provision,Outreach,Other,Food Redistribution,Information and Referral,Geographic Focus Area,First Nation Territories,First Nation Territories,Fraser Valley Regional District,Abbotsford,Chilliwack,Mission,Hope,Kent,Harrison Hot Springs,Boston Bar / North Bend,Dogwood Valley / Emory Creek / Choate / Sunshine Valley / Laidlaw / Spuzzum,Lake Errock / Harrison Mills / Hemlock Valley,Popkum / Bridal Falls,Slesse Park / Baker Trails / Bell Acres,Miracle Valley / Hatzic Prairie,Other,Metro Vancouver Regional District,Anmore,Belcarra,Bowen Island,Burnaby,Coquitlam,Delta,"Langley, City of","Langley, District Municipality",Lions Bay,Maple Ridge,New Westminster,"North Vancouver, City of","North Vancouver, District Municipality",Pitt Meadows,Port Coquitlam,Port Moody,Richmond,Surrey,Tsawwassen First Nation,Vancouver,West Vancouver,White Rock,Barnston Islands / Buntzen Bay / Gambier Island Trust Area / Granite Falls / Strachan Creen / University Endowment Lands (UBC),Squamish-Lillooet Regional District,Lillooet,Squamish,Pemberton,Whistler,Sunshine Coast Regional District,Elphinstone,Gibsons,Halfmoon Bay,Pender Harbour / Egmont / Madeira Park,Roberts Creek,Sechelt District Municipality,Sechelt Indian Government District (Part-Sunshine Coast),"West Howe Sound (Langdale, Port Mellon, Williamson?s Landing, Granthams Landing, Soames, Hopkins Landing, and Gambier and Keats Islands)",Other Areas,Other Areas,Donor Engagement,UW Speaker,Day of Caring,Volunteer Opps,Agency Tour,Agency Fair,Impact Story,Other,Outputs,Total Clients,Early Years (0-6yrs),Middle Years (6-12),Children (0-12yrs),Seniors,Parents/Caregivers,Families,Contacts/Services,Meals/Snacks,Counselling Sessions,Mentors/Tutors,Workshops,Volunteers
GOV,,,sem,1033,quis odio consequat,4184,venenatis,1654,2017-01-15,2016-07-10,curae nulla dapibus dolor vel est donec odio justo sollicitudin,Fred Cox,Target Population,0,0,0,0,0,0,1,1,1,1,Program Element,200,1,1,1,0,300,1,1,1,1,0,0,100,0,0,0,0,0,0,1,1,1,100,0,0,0,1,1,0,0,0,1,200,0,1,0,0,1,0,0,100,0,0,1,1,1,1,200,1,0,0,0,1,200,200,Geographic Focus Area,100,91,200,30,10,30,42,37,10,88,,,,96,,200,39,63,60,61,84,51,62,36,54,51,21,84,93,15,93,65,90,49,92,44,2,13,72,10,200,90,7,58,75,100,97,66,66,18,63,82,31,43,200,79,Donor Engagement,1,1,0,1,0,1,1,Outputs,846,61,1,10,91,89,33,7820,333,3005,3846,6514,1119
GOV,,,nulla,4014,rutrum nulla nunc,1166,nec sem,9452,2017-02-20,2016-10-13,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,Gerald Dunn,Target Population,0,0,0,0,0,0,0,0,0,0,Program Element,200,0,0,1,1,100,0,1,1,1,1,0,200,0,1,1,1,0,1,0,0,0,200,0,0,1,1,1,0,0,0,0,300,1,0,0,1,1,1,1,100,1,1,0,0,1,1,100,0,1,1,0,1,200,300,Geographic Focus Area,300,44,100,24,75,43,89,81,78,54,,,,53,,300,91,97,23,21,74,12,56,69,21,85,51,73,49,81,98,12,1,24,66,85,19,33,67,42,200,54,53,38,36,200,45,95,30,45,47,47,2,65,100,38,Donor Engagement,1,1,1,1,0,0,0,Outputs,786,34,100,47,57,75,66,2249,1122,1217,7232,53,2707
UWLM,,,ultrices,1208,venenatis non sodales,8173,mauris non ligula,2667,2016-11-08,2016-06-03,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,Joseph Carpenter,Target Population,0,1,0,0,1,1,0,0,0,1,Program Element,200,1,0,0,1,300,0,1,1,0,0,0,200,1,1,0,0,0,0,0,1,0,100,1,0,0,1,1,1,0,1,0,300,1,1,1,1,0,0,0,300,1,0,0,1,1,0,100,0,1,1,0,1,200,200,Geographic Focus Area,100,35,100,40,22,63,14,80,15,48,,,,54,,200,11,41,24,84,42,13,1,52,31,11,3,62,45,86,37,34,78,23,42,78,90,70,25,39,200,36,87,89,98,200,22,2,96,21,69,89,79,82,200,41,Donor Engagement,0,1,0,0,1,0,1,Outputs,624,77,83,91,66,10,64,3286,2560,8700,1913,84,3182
UWLM,,,rutrum,792,primis in faucibus orci,1890,morbi sem,7067,2016-08-29,2016-12-02,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,Kathryn Morgan,Target Population,1,1,0,1,1,1,1,1,1,1,Program Element,200,1,0,0,1,100,1,1,1,1,0,1,200,1,0,0,0,1,1,0,1,1,300,0,0,1,0,0,0,1,1,1,300,0,1,0,0,0,1,0,300,1,0,0,0,0,1,300,1,1,1,1,1,200,200,Geographic Focus Area,300,61,200,54,78,24,87,2,92,6,,,,26,,300,34,80,77,68,14,22,35,86,50,35,81,62,83,77,23,22,73,29,15,46,96,26,48,55,200,39,7,12,90,100,29,13,12,84,49,71,93,96,100,53,Donor Engagement,0,0,0,0,0,0,0,Outputs,709,36,64,48,32,32,95,9850,6173,2341,2254,4828,7040
UWLM,,,semper,9524,sed vel,2842,habitasse platea,2921,2016-10-30,2016-10-23,ac diam cras pellentesque volutpat dui maecenas tristique est et,Doris Hamilton,Target Population,1,1,1,0,1,0,0,0,1,0,Program Element,200,0,1,0,1,300,1,1,1,1,1,0,200,0,1,0,1,0,1,1,0,1,100,1,0,0,1,1,1,1,1,1,300,1,1,0,0,1,1,0,100,1,0,0,1,0,0,100,0,1,1,0,1,300,100,Geographic Focus Area,200,25,300,10,31,79,88,74,93,32,,,,39,,100,23,18,81,26,78,25,4,31,69,8,73,14,51,27,30,94,16,25,38,4,70,30,67,84,100,64,23,80,19,200,17,19,77,55,44,22,93,10,200,21,Donor Engagement,1,0,0,1,1,1,1,Outputs,539,25,55,76,42,27,28,1346,7897,7549,8901,7533,8108
UWLM,,,sem,6663,ante vel ipsum,2087,porta volutpat erat,6202,2017-02-06,2016-10-12,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,Carlos Tucker,Target Population,0,1,0,0,0,0,1,1,1,0,Program Element,200,0,1,0,1,200,0,1,1,1,1,0,100,1,1,0,1,0,1,1,1,1,300,1,1,1,1,1,0,0,0,1,200,0,0,0,0,0,1,0,300,1,0,1,1,1,0,300,1,1,1,0,0,200,300,Geographic Focus Area,200,10,100,31,59,26,72,59,12,13,,,,95,,300,73,19,73,97,86,51,32,37,65,86,55,45,20,96,56,3,11,93,49,27,17,45,30,64,300,54,47,76,43,300,21,20,92,33,12,35,56,98,300,41,Donor Engagement,0,0,1,0,0,1,1,Outputs,365,1,72,61,61,41,64,1710,8332,370,1376,9190,5906
GOV,,,dui,9258,mauris morbi non,7875,vulputate elementum,5492,2016-10-23,2016-10-01,convallis eget eleifend luctus ultricies eu nibh quisque id justo,Joan Gilbert,Target Population,1,0,1,0,0,0,1,1,0,1,Program Element,100,0,1,0,1,200,0,0,0,0,0,1,200,0,0,0,0,0,0,1,1,1,200,0,0,0,0,1,1,0,1,1,300,0,0,0,0,1,1,1,200,1,0,1,1,0,0,300,1,1,1,0,0,100,300,Geographic Focus Area,300,67,100,61,49,45,62,3,19,13,,,,96,,200,8,93,47,5,40,43,22,90,95,60,14,62,33,43,21,16,51,44,28,2,29,19,71,100,200,25,32,62,51,200,79,30,33,40,96,58,59,24,100,36,Donor Engagement,0,0,1,0,0,1,0,Outputs,512,100,58,99,34,54,36,6403,5721,4178,5605,6593,7747
UWLM,,,faucibus,9973,et ultrices posuere cubilia,5353,neque aenean,5553,2017-01-18,2016-07-30,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,Melissa Young,Target Population,1,0,1,1,0,0,1,1,1,0,Program Element,200,1,0,0,1,100,0,1,1,1,0,1,100,1,1,1,1,1,1,0,0,0,200,0,0,0,0,1,1,0,1,1,300,0,1,1,1,1,0,0,200,0,1,0,0,0,0,300,1,0,1,1,1,100,100,Geographic Focus Area,100,54,300,44,65,75,59,79,69,38,,,,33,,100,28,77,32,68,97,1,46,27,93,24,64,54,76,76,70,93,59,10,50,44,47,90,49,96,200,60,69,34,73,300,76,24,50,65,33,46,74,25,100,33,Donor Engagement,0,1,1,1,1,0,0,Outputs,739,62,35,58,22,74,16,2913,5740,2018,2693,3622,1005
GOV,,,nec,9061,in hac,2964,cursus,8998,2016-12-27,2016-10-03,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,Nancy Hughes,Target Population,1,1,0,0,0,1,0,0,0,0,Program Element,100,0,1,1,1,100,1,0,0,0,0,1,200,1,0,1,0,0,1,1,1,0,300,0,1,0,0,0,1,0,1,0,100,1,1,0,0,0,1,0,300,0,1,1,1,1,1,100,1,0,0,1,0,100,300,Geographic Focus Area,200,17,100,56,65,73,87,48,35,26,,,,89,,200,20,67,8,17,91,36,59,71,43,56,12,9,30,71,10,91,23,46,31,52,10,55,43,80,300,50,31,46,95,300,82,17,72,74,91,46,85,20,300,33,Donor Engagement,0,0,0,1,0,0,1,Outputs,323,43,7,3,26,52,25,6443,3482,4916,8051,6399,8211
UWLM,,,amet,3316,lacus morbi quis tortor,7653,sed ante vivamus tortor,335,2016-05-05,2016-10-19,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel,Emily Gray,Target Population,0,0,0,0,0,0,1,1,0,0,Program Element,200,1,1,0,1,100,0,0,0,0,1,0,100,0,1,0,0,1,1,0,1,1,300,0,1,0,0,0,0,1,0,0,300,1,1,1,1,1,1,1,200,1,0,1,1,0,1,100,1,0,1,1,0,100,200,Geographic Focus Area,100,71,200,78,71,76,35,1,8,65,,,,72,,200,75,34,75,21,33,40,37,23,84,59,84,15,16,85,11,63,70,11,14,35,100,1,41,93,100,81,29,84,77,200,78,84,13,7,11,20,6,74,200,98,Donor Engagement,0,1,1,0,0,1,1,Outputs,928,37,85,42,83,75,75,6467,2082,5053,4513,607,6080
GOV,,,orci,3146,nibh in lectus,1226,phasellus,1652,2016-09-02,2016-12-12,mollis molestie lorem quisque ut erat curabitur gravida nisi at,Virginia Hill,Target Population,0,1,1,1,1,1,1,1,1,1,Program Element,300,0,1,1,1,200,1,1,1,0,1,1,300,1,0,0,1,1,0,0,1,1,300,1,0,1,0,1,0,1,0,1,200,1,1,0,1,1,0,1,200,1,0,1,0,1,1,200,1,1,1,0,1,100,300,Geographic Focus Area,300,96,200,52,66,34,35,58,31,70,,,,97,,300,23,25,17,13,64,91,68,74,24,42,92,72,7,55,13,45,6,92,48,75,48,28,92,93,300,29,98,68,48,300,76,11,57,27,16,71,70,98,300,26,Donor Engagement,0,0,0,0,1,0,0,Outputs,62,27,83,68,36,14,95,1914,8910,6147,7852,8441,7649
UWLM,,,consequat,6910,non pretium quis,518,gravida sem praesent id,4952,2016-03-26,2017-01-06,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,Christopher Gonzales,Target Population,0,1,1,0,1,0,0,0,0,1,Program Element,300,1,1,1,1,200,1,0,0,1,0,0,200,0,1,1,1,0,1,1,1,0,200,0,1,0,1,0,1,1,1,1,200,0,1,1,1,0,0,0,200,0,0,1,1,0,1,200,0,1,1,0,0,100,300,Geographic Focus Area,100,72,300,50,77,15,20,79,58,48,,,,7,,300,92,99,17,35,95,87,77,92,91,33,11,41,6,15,88,97,92,29,100,14,28,23,7,43,300,77,3,53,9,300,49,37,21,66,66,12,3,28,200,84,Donor Engagement,0,1,1,0,1,0,1,Outputs,577,60,81,29,87,57,18,6218,9110,6178,2740,9203,1756
GOV,,,magnis,6981,volutpat in,4664,molestie lorem,322,2016-03-21,2016-04-16,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,Joseph Fernandez,Target Population,1,0,1,0,1,0,1,1,1,1,Program Element,200,1,0,0,0,100,1,1,1,0,0,1,200,1,0,1,1,1,0,1,1,0,300,0,1,0,1,1,0,1,1,0,100,0,1,1,1,1,1,0,100,1,0,0,1,0,1,200,0,1,1,0,1,300,200,Geographic Focus Area,300,23,200,94,87,65,42,10,61,33,,,,16,,100,5,60,30,49,36,7,88,14,78,84,73,41,42,78,9,65,20,40,44,57,71,17,61,55,300,24,63,41,99,100,77,42,11,81,99,57,70,8,300,97,Donor Engagement,1,0,0,1,1,0,0,Outputs,957,51,87,5,33,73,34,6673,4784,7558,4064,1880,8727
GOV,,,ut,5008,semper est,2739,cubilia curae,9617,2016-07-31,2016-11-11,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,Lisa Garza,Target Population,0,1,0,0,0,1,1,1,1,0,Program Element,200,1,0,1,0,300,0,0,0,0,1,1,300,0,0,1,1,1,1,0,0,1,100,0,0,0,0,0,0,0,1,1,200,1,0,0,0,1,0,0,300,0,0,0,1,1,1,300,0,0,0,1,1,300,100,Geographic Focus Area,200,93,100,77,93,7,47,65,64,88,,,,100,,100,88,44,78,28,85,17,24,12,57,26,72,78,46,29,36,96,62,19,87,86,58,15,20,85,200,20,54,10,40,300,73,44,86,65,13,82,80,43,200,94,Donor Engagement,1,1,0,1,1,1,0,Outputs,568,85,50,29,60,91,80,8166,3374,3185,7761,9856,6397
UWLM,,,tellus,6022,diam cras,2621,odio elementum,3530,2017-01-30,2016-10-23,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,Kevin Sanders,Target Population,1,1,1,1,1,0,0,0,0,0,Program Element,200,0,0,1,0,300,0,1,1,0,1,1,300,1,0,0,0,1,1,1,0,1,100,1,1,0,1,0,0,0,1,0,200,0,1,1,0,1,0,0,200,1,1,1,0,1,0,300,0,1,1,1,0,200,200,Geographic Focus Area,100,2,100,45,70,85,39,81,83,24,,,,9,,100,58,22,75,75,16,71,28,70,65,72,69,51,21,54,3,37,10,33,56,49,30,27,54,12,200,44,16,71,10,100,100,18,22,96,11,82,32,47,200,23,Donor Engagement,0,1,0,1,0,0,0,Outputs,631,36,54,62,48,48,57,1861,8980,2682,9428,5486,936
UWLM,,,ultrices,3479,aliquam lacus morbi quis,3124,vitae quam suspendisse,628,2016-09-21,2016-09-26,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,Jeffrey Campbell,Target Population,0,1,0,1,0,1,1,1,0,1,Program Element,100,1,1,1,0,100,1,0,0,0,1,0,200,1,1,1,1,1,0,1,1,1,300,1,0,0,0,1,1,0,1,1,300,0,1,0,0,1,0,0,300,0,1,0,1,0,1,300,1,0,1,0,0,200,300,Geographic Focus Area,200,24,300,21,30,85,81,22,15,7,,,,82,,200,72,73,92,57,12,86,45,67,41,29,50,19,39,99,79,17,9,40,43,99,28,57,19,91,100,8,30,8,40,300,90,90,3,92,97,62,76,27,200,59,Donor Engagement,1,1,1,1,1,1,0,Outputs,796,40,21,70,88,78,50,7277,8619,3850,7890,3635,5248
UWLM,,,vestibulum,2023,pede posuere nonummy,6786,non sodales sed tincidunt,8555,2016-06-22,2016-12-25,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,Beverly Larson,Target Population,1,0,1,1,1,1,0,0,1,0,Program Element,100,0,1,1,0,100,1,0,0,0,0,1,300,1,0,0,1,1,0,0,1,1,200,1,1,1,0,0,0,0,0,0,100,0,0,1,0,0,0,1,200,0,1,0,0,1,1,100,0,1,1,0,1,300,200,Geographic Focus Area,100,84,100,38,40,93,87,75,99,57,,,,91,,200,96,64,20,82,82,87,19,70,51,41,84,85,62,77,94,75,37,69,1,31,99,50,63,27,100,53,42,67,9,100,17,95,56,63,56,13,67,25,200,52,Donor Engagement,1,1,1,1,0,1,1,Outputs,158,34,48,28,47,85,81,7672,7659,8384,5202,917,7435
GOV,,,sapien,8427,enim sit amet nunc,3212,posuere cubilia curae mauris,379,2016-08-22,2016-08-25,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,Lori Gonzales,Target Population,1,1,0,1,0,1,1,1,0,1,Program Element,100,0,1,0,0,100,1,0,0,1,1,0,100,1,1,1,0,1,0,1,1,0,200,1,1,0,1,1,0,1,1,1,200,1,0,0,0,1,1,1,200,0,1,0,1,1,1,300,1,1,1,1,1,200,300,Geographic Focus Area,200,98,200,63,65,10,17,31,80,92,,,,81,,100,71,66,38,45,83,4,33,37,49,9,65,45,50,76,31,3,74,57,96,96,82,1,72,26,100,34,17,46,51,300,15,38,76,72,53,17,70,65,200,1,Donor Engagement,0,0,0,0,1,0,1,Outputs,220,22,10,35,47,30,59,7493,5498,5599,953,7682,6783
UWLM,,,rutrum,4961,et ultrices,4029,risus,8763,2016-10-25,2016-10-25,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,Dennis Adams,Target Population,1,1,1,1,0,0,0,0,1,1,Program Element,100,0,1,1,0,300,1,1,1,0,0,1,300,1,0,1,1,0,0,1,1,1,100,1,1,1,0,0,0,1,0,1,100,0,0,0,0,1,1,0,100,0,1,0,0,0,0,300,1,1,0,1,0,300,200,Geographic Focus Area,200,9,300,77,18,100,57,58,35,11,,,,28,,100,23,28,39,48,69,96,98,85,42,31,83,57,98,39,20,62,50,92,13,46,58,91,3,92,100,69,56,38,36,300,82,95,23,26,76,35,65,24,300,84,Donor Engagement,0,1,1,0,1,0,1,Outputs,635,81,87,92,26,55,16,4456,2225,7020,7980,7788,2362
UWLM,,,blandit,982,a libero nam,4943,eget nunc,7487,2016-08-19,2016-08-04,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,Peter Boyd,Target Population,1,0,1,0,0,0,1,1,0,0,Program Element,200,1,1,1,1,100,1,1,1,0,0,1,200,1,0,1,1,0,0,1,0,1,200,1,0,1,1,0,1,1,0,1,100,0,0,1,0,1,1,0,300,0,1,0,1,1,0,100,0,1,1,0,1,100,200,Geographic Focus Area,300,71,100,26,65,27,82,11,64,40,,,,81,,100,66,86,85,1,32,18,53,27,54,63,77,8,94,85,22,19,2,57,90,21,84,95,74,88,100,87,83,52,9,100,47,21,12,9,52,86,56,63,300,71,Donor Engagement,1,1,1,0,0,0,0,Outputs,868,14,15,40,14,53,64,3205,5101,8788,3229,5610,9522
GOV,,,quis,7586,libero non mattis pulvinar,1372,etiam faucibus cursus urna,5373,2016-07-05,2016-07-03,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,Aaron Hunter,Target Population,0,1,1,1,0,1,1,1,0,1,Program Element,200,1,1,0,0,200,1,0,0,1,1,0,200,0,1,0,0,1,0,1,0,1,300,0,1,0,0,1,0,0,0,1,100,1,0,1,0,1,0,0,200,0,1,1,1,0,1,300,0,1,0,0,0,300,100,Geographic Focus Area,100,81,200,86,49,43,30,12,16,52,,,,39,,100,29,41,61,3,77,82,50,57,54,91,27,46,48,6,79,80,7,69,45,45,95,12,70,54,100,27,44,38,87,100,63,79,39,14,11,81,7,67,300,61,Donor Engagement,0,1,0,0,0,1,1,Outputs,459,39,97,83,43,29,58,6734,9527,2402,1097,9167,5328
GOV,,,congue,9059,nulla,1533,justo sit amet sapien,4197,2016-12-27,2016-07-31,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,Roy Morrison,Target Population,1,1,0,0,0,0,0,0,0,1,Program Element,200,0,0,0,1,300,1,1,1,0,1,0,300,0,0,0,0,1,1,0,0,0,100,1,1,1,1,0,1,1,0,0,100,0,0,1,1,1,1,0,300,0,1,0,0,1,1,100,0,1,0,0,1,300,300,Geographic Focus Area,200,45,100,86,60,80,82,17,51,71,,,,29,,300,99,59,77,39,88,33,97,64,5,97,30,98,10,29,37,45,60,82,83,72,37,56,91,86,300,97,4,40,65,100,38,84,18,6,23,92,12,79,200,86,Donor Engagement,1,0,0,1,0,1,1,Outputs,786,36,7,2,98,56,88,607,6621,8695,2476,3844,5804
UWLM,,,id,5351,cubilia curae mauris viverra,9014,amet nulla,6271,2016-04-06,2017-01-19,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,Gloria Palmer,Target Population,0,0,1,0,1,1,1,1,1,1,Program Element,200,0,1,1,0,200,0,1,1,1,1,0,300,1,1,0,1,1,1,1,0,1,300,1,0,0,0,0,0,1,1,1,100,1,0,1,0,0,0,1,200,0,1,1,0,1,0,200,1,0,0,1,1,100,200,Geographic Focus Area,300,73,300,70,8,73,4,31,91,64,,,,64,,300,25,21,88,50,4,21,31,56,69,57,55,100,69,65,16,19,100,70,66,1,3,86,37,55,200,58,52,73,59,300,71,55,42,35,40,23,38,75,300,53,Donor Engagement,0,0,1,1,0,0,1,Outputs,150,97,18,16,32,47,15,8933,6512,6080,9399,4098,4084
UWLM,,,et,6956,aliquet maecenas leo odio,595,non sodales sed tincidunt,7472,2016-06-25,2016-04-26,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,David Murphy,Target Population,1,0,1,1,0,0,0,0,0,0,Program Element,300,1,1,0,1,100,0,0,0,0,1,1,200,0,1,1,1,1,0,1,0,0,100,0,1,1,1,1,0,1,0,1,100,0,0,0,0,1,1,1,300,1,1,0,0,0,1,200,1,0,0,0,1,200,100,Geographic Focus Area,100,83,200,1,68,48,1,99,8,54,,,,76,,200,78,91,8,78,18,38,62,85,84,21,80,73,15,27,20,5,31,5,63,98,21,29,70,14,100,76,68,45,70,300,59,74,68,19,79,12,90,59,200,90,Donor Engagement,0,1,0,1,1,1,1,Outputs,269,55,10,47,6,25,93,8300,2628,5643,20,9291,5198
GOV,,,et,261,ornare,7508,ac,8212,2017-01-01,2016-12-28,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,Jonathan Pierce,Target Population,0,1,0,0,0,0,1,1,0,1,Program Element,100,1,1,0,0,100,1,0,0,1,0,0,300,0,0,1,0,1,0,0,1,1,100,1,0,1,0,1,0,0,0,0,100,1,1,0,0,1,1,0,100,1,1,0,0,0,1,300,0,1,0,0,1,300,300,Geographic Focus Area,100,44,100,24,83,6,98,94,30,10,,,,37,,300,27,60,53,49,82,20,96,4,100,94,35,66,66,70,10,50,7,43,36,15,75,39,94,92,300,13,60,100,98,300,4,13,4,1,6,27,62,75,100,97,Donor Engagement,0,0,0,1,1,1,1,Outputs,414,75,37,10,53,3,34,9045,2759,3719,6666,8460,9287
UWLM,,,aliquet,1431,nunc commodo placerat,135,magna at nunc,3650,2016-11-11,2017-02-08,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,Jessica Henderson,Target Population,0,0,0,0,1,1,0,0,1,1,Program Element,200,1,0,0,1,100,1,1,1,1,0,0,100,0,0,1,0,0,0,0,0,1,200,0,1,1,1,0,1,1,1,0,100,0,1,0,1,1,1,1,100,1,1,1,0,1,0,100,0,0,0,1,1,200,200,Geographic Focus Area,100,53,200,88,14,9,99,88,99,60,,,,42,,300,29,25,90,57,13,26,96,4,70,65,95,90,62,71,28,73,16,2,1,6,75,56,48,54,100,58,62,93,45,200,99,65,8,86,39,16,82,22,100,30,Donor Engagement,1,0,1,1,0,0,0,Outputs,71,32,15,58,80,75,6,8210,8498,8476,6504,2076,5067
UWLM,,,pretium,3237,velit donec,7084,vel enim sit amet,8331,2017-02-20,2016-11-20,sit amet eleifend pede libero quis orci nullam molestie nibh,Gary Mason,Target Population,1,1,1,0,1,1,1,1,0,0,Program Element,300,0,0,0,1,200,0,0,0,0,1,0,100,1,1,1,1,1,0,1,0,1,300,1,0,0,0,0,0,1,1,1,300,0,1,0,0,1,0,0,100,0,0,1,0,0,0,200,1,0,0,1,1,300,100,Geographic Focus Area,200,78,100,73,36,3,77,69,86,41,,,,8,,300,78,80,85,45,81,85,3,9,8,2,45,12,13,39,97,10,15,76,53,15,84,41,35,87,100,19,76,34,46,300,13,39,48,75,72,5,73,20,300,11,Donor Engagement,0,0,1,1,1,0,1,Outputs,288,4,90,92,97,56,73,8066,7560,2197,4471,6863,6516
GOV,,,at,7770,quis turpis eget,8020,tortor risus dapibus augue,5178,2017-02-18,2017-02-24,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,Joe Stephens,Target Population,1,0,1,1,0,1,0,0,1,0,Program Element,100,0,0,1,0,200,1,1,1,0,0,1,200,0,1,0,1,0,0,0,1,1,200,0,0,0,1,1,0,0,0,1,300,0,0,1,1,0,1,0,100,1,1,1,0,0,1,100,1,0,1,0,0,300,100,Geographic Focus Area,100,98,200,76,43,76,16,1,80,78,,,,36,,300,100,94,74,6,42,15,23,46,81,88,57,50,22,24,100,56,67,98,74,15,46,92,40,100,300,73,71,89,49,100,41,53,26,25,13,98,80,21,100,54,Donor Engagement,1,1,0,0,0,0,1,Outputs,413,27,82,9,83,88,73,8809,2100,9415,4229,8074,2225
GOV,,,in,9325,duis,9041,lacus at velit,3968,2016-09-25,2017-02-23,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,Samuel Rodriguez,Target Population,0,1,0,1,0,1,1,1,1,0,Program Element,200,0,1,1,1,200,0,1,1,0,0,1,100,0,1,1,0,0,1,0,1,1,300,0,1,1,1,0,0,1,1,1,300,0,0,1,0,0,1,1,100,1,0,0,1,1,1,300,1,1,1,0,1,200,200,Geographic Focus Area,300,74,200,98,34,84,80,21,70,20,,,,90,,200,42,79,86,58,47,10,97,74,49,1,70,53,31,44,54,19,59,41,81,51,20,88,93,90,200,32,4,26,35,100,67,81,35,12,39,32,23,74,100,82,Donor Engagement,1,0,0,0,1,1,0,Outputs,606,58,41,39,18,37,4,8961,877,687,1816,3629,7393
UWLM,,,consequat,2757,vestibulum,1282,ut,1207,2017-01-06,2016-06-18,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,Martin James,Target Population,1,0,0,0,1,1,1,1,1,0,Program Element,200,0,0,0,0,100,0,0,0,0,1,1,100,1,1,0,1,1,1,1,1,1,300,0,1,0,0,0,0,1,1,0,100,1,0,1,0,1,0,0,200,0,1,1,1,1,0,200,1,1,1,0,0,200,200,Geographic Focus Area,100,10,200,42,10,83,14,12,97,81,,,,25,,200,16,42,39,81,26,31,68,18,71,50,76,13,74,49,19,20,78,19,45,23,93,37,90,77,300,14,77,57,62,100,33,31,77,78,68,98,59,93,100,93,Donor Engagement,1,0,1,0,0,1,0,Outputs,671,91,91,55,13,74,11,2201,3858,6888,5804,216,9927
